CircuitName,File_Content,File,Date,File_State,Log_Directory
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.522241400585244, Line id: UndergroundElectricLineSegment.31431, Point Element ID: Station.9210",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.553888885122577, Line id: UndergroundElectricLineSegment.1515657, Point Element ID: Station.9210",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.458481991075021, Line id: UndergroundElectricLineSegment.18659, Point Element ID: Station.9172",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.886451401118174, Line id: UndergroundElectricLineSegment.7093150, Point Element ID: Station.9172",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.790481890147815, Line id: UndergroundElectricLineSegment.37619, Point Element ID: Station.9172",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.646226831925808, Line id: UndergroundElectricLineSegment.859300, Point Element ID: Station.9172",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.493934509902913, Line id: UndergroundElectricLineSegment.1521398, Point Element ID: Station.9362",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.469211022230419, Line id: UndergroundElectricLineSegment.500804, Point Element ID: Station.9362",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.407075231226407, Line id: UndergroundElectricLineSegment.31433, Point Element ID: Station.9428",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.411493860941423, Line id: UndergroundElectricLineSegment.39654, Point Element ID: Station.9428",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.630991309543268, Line id: UndergroundElectricLineSegment.918527, Point Element ID: Station.3014",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.723862547324285, Line id: UndergroundElectricLineSegment.967158, Point Element ID: Station.9059",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.234285819683448, Line id: UndergroundElectricLineSegment.9295527, Point Element ID: Station.7162",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.498478560443513, Line id: UndergroundElectricLineSegment.9295527, Point Element ID: Station.9428",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.499775597098093, Line id: UndergroundElectricLineSegment.1465119, Point Element ID: Station.9018",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.511062267580032, Line id: UndergroundElectricLineSegment.1465119, Point Element ID: Station.9211",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.507174288728905, Line id: UndergroundElectricLineSegment.7093143, Point Element ID: Station.9087",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.412503498442882, Line id: UndergroundElectricLineSegment.1465120, Point Element ID: Station.9115",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.495537042415766, Line id: UndergroundElectricLineSegment.1537415, Point Element ID: Station.9301",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.463334475090845, Line id: UndergroundElectricLineSegment.1521077, Point Element ID: Station.9195",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.590977937786185, Line id: UndergroundElectricLineSegment.7093138, Point Element ID: Station.9062",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.497868843553403, Line id: UndergroundElectricLineSegment.26131, Point Element ID: Station.9387",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.591556900322377, Line id: UndergroundElectricLineSegment.26132, Point Element ID: Station.9089",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.492577523140238, Line id: UndergroundElectricLineSegment.28134, Point Element ID: Station.9399",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.498907594900059, Line id: UndergroundElectricLineSegment.39518, Point Element ID: Station.9399",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.620607152454752, Line id: UndergroundElectricLineSegment.1537418, Point Element ID: Station.9172",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.490446344872965, Line id: UndergroundElectricLineSegment.9415697, Point Element ID: Station.5591",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.494999929300713, Line id: UndergroundElectricLineSegment.9415699, Point Element ID: Station.5591",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.366113792404864, Line id: UndergroundElectricLineSegment.9437162, Point Element ID: Station.7162",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
